property_name,society,address,price,rate_per_sqft,total_area_sqft,area_type,bedRoom,bathroom,balcony,additionalRoom,current_floor,total_floors,facing,furnish_status,furnishDetails,features,rating,area_sqft,Environment,Safety,Lifestyle,Connectivity,Green Area,Amenitie,Management,Construction,avg_rating
3BHKFlatinSohna,Signature Global Park4.0 ★,"Sohna, Gurgaon, Haryana",9500000.0,7846.0,1210.73,Built Up area,3.0,2.0,3.0,None,1.0,4.0,Unknown,Unfurnished,[],"['Security / Fire Alarm', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,1210.73,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.8
4BHKFlatinSector90Gurgaon,DLF New Town Heights 13.9 ★,"Sector 90 Gurgaon, Gurgaon, Haryana",6500000.0,7297.0,2727.0,Carpet area,4.0,4.0,3.0,"Pooja Room,Servant Room",9.0,29.0,East,Semi-Furnished,"['8 Fan', '1 Exhaust Fan', '6 Geyser', '1 Stove', '10 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",5.0,2727.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.4
2BHKFlatinSector106Gurgaon,Paras Dews,"Sector 106 Gurgaon, Gurgaon, Haryana",6500000.0,7581.0,1385.0,Carpet area,2.0,2.0,2.0,None,5.0,8.0,West,Semi-Furnished,"['3 Fan', '2 Geyser', '7 Light', '3 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",4.5,1385.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.333333333333333
3BHKFlatinSector85Gurgaon,Godrej Air,"Sector 85 Gurgaon, Gurgaon, Haryana",6500000.0,10005.0,1829.0,Carpet area,3.0,3.0,3.0,None,18.0,32.0,Unknown,Semi-Furnished,"['1 Exhaust Fan', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Lift(s)', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",5.0,1829.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0
3BHKFlatinSector82AGurgaon,DLF The Primus3.9 ★,"Sector 82A Gurgaon, Gurgaon, Haryana",6500000.0,10714.0,2100.0,Carpet area,3.0,3.0,3.0,Servant Room,29.0,31.0,East,Fully-Furnished,"['1 Water Purifier', '7 Fan', '1 Fridge', '1 Exhaust Fan', '4 Geyser', '1 Stove', '10 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '3 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Sofa', 'No TV']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,2100.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.666666666666667
3BHKFlatinSector65Gurgaon,Emaar MGF Emerald Floors Premier3.8 ★,"Tower 5, Sector 65 Gurgaon, Gurgaon, Haryana",6500000.0,16969.0,1650.0,Carpet area,3.0,3.0,3.0,"Study Room,Servant Room",3.0,5.0,Unknown,Semi-Furnished,"['1 Fan', '1 Exhaust Fan', '1 Geyser', '1 Light', '1 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",4.5,1650.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.5
2BHKFlatinDLFPhase4,DLF Regency Park 13.6 ★,"DLF Phase 4, Gurgaon, Haryana",6500000.0,14545.0,1100.0,Carpet area,2.0,2.0,2.0,None,3.0,26.0,North,Semi-Furnished,"['1 Bed', '1 Wardrobe', '1 Fan', '1 Light', '1 AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Swimming Pool', 'Maintenance Staff', 'No open drainage around', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",5.0,1100.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.4
2BHKFlatinSector79Gurgaon,Supertech Araville,"Sector 79 Gurgaon, Gurgaon, Haryana",8300000.0,5424.0,1530.0,Carpet area,2.0,2.0,3.0,Study Room,5.0,18.0,North-East,Fully-Furnished,"['1 Water Purifier', '2 Fan', '1 Fridge', '1 Exhaust Fan', '1 Geyser', '1 Stove', '5 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '2 Bed', '2 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No AC', 'No Dining Table', 'No TV']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",4.0,1530.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.75
3BHKFlatinSohna,Signature Global Park4.0 ★,"A253, Sohna, Gurgaon, Haryana",8300000.0,7410.0,1120.0,Carpet area,3.0,2.0,2.0,None,1.0,4.0,Unknown,Unfurnished,Not Specified,"['Lift(s)', 'Swimming Pool', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,1120.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.8
2BHKFlatinSector10AGurgaon,Maxworth City Residences,"Sector 10A Gurgaon, Gurgaon, Haryana",8000000.0,6400.0,1250.0,Carpet area,2.0,3.0,2.0,None,9.0,12.0,Unknown,Semi-Furnished,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']",4.0,1250.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.75
4BHKFlatinSector1AIMTManesar,Deepak Minda,"Sector 1A IMT Manesar, Gurgaon, Haryana",6500000.0,4715.0,2651.0,Carpet area,4.0,4.0,3.0,None,6.0,10.0,Unknown,Semi-Furnished,"['4 Wardrobe', '7 Fan', '1 Exhaust Fan', '2 Geyser', '6 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",4.5,2651.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.333333333333333
1BHKFlatinBlockASuryaVihar,Shree Shyam residency,"Plot No. 833, Block A Surya Vihar, Gurgaon, Haryana",2300000.0,5000.0,460.0,Carpet area,1.0,1.0,1.0,None,2.0,4.0,South,Semi-Furnished,"['1 Wardrobe', '1 Geyser', '1 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Lift(s)']",4.5,460.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.333333333333333
1BHKFlatinSector84Gurgaon,Pivotal Devaan,"Sector 84 Gurgaon, Gurgaon, Haryana",3000000.0,6666.0,450.0,Carpet area,1.0,1.0,1.0,None,14.0,14.0,Unknown,Semi-Furnished,"['1 Wardrobe', '2 Fan', '1 Exhaust Fan', '1 Geyser', '1 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Maintenance Staff', 'Water Storage']",4.0,450.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
3BHKFlatinSector33Gurgaon,Unitech The Residences3.7 ★,"101, Sector 33 Gurgaon, Gurgaon, Haryana",6500000.0,9872.0,1570.0,Unknown,3.0,4.0,1.0,Servant Room,1.0,11.0,South,Semi-Furnished,"['7 Fan', '7 Light', '3 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",5.0,1570.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0
2BHKFlatinSector71Gurgaon,CHD Avenue 713.6 ★,"Sector 71 Gurgaon, Gurgaon, Haryana",7900000.0,6594.0,1198.0,Unknown,2.0,2.0,2.0,Others,8.0,14.0,South-East,Semi-Furnished,"['1 Wardrobe', '1 Fan', '2 Light', '1 TV', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,5.0,1198.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,3.4
2BHKFlatinSector-7HousingBoard,"Gokuldham Society, Bahadurgarh","1422 Bahadurgarh, Sector-7 Housing Board, Gurgaon, Haryana",5000000.0,5555.0,900.0,Carpet area,2.0,2.0,2.0,Store Room,2.0,2.0,Unknown,Semi-Furnished,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,4.5,900.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.333333333333333
2BHKFlatinSohna,Silverglades The Melia,"H1202, Sohna, Gurgaon, Haryana",6500000.0,7000.0,1450.0,Carpet area,2.0,2.0,3.0,Study Room,12.0,12.0,Unknown,Semi-Furnished,"['1 Wardrobe', '1 Fan', '1 Geyser', '1 Light', '1 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",4.0,1450.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.25
4BHKFlatinSector92Gurgaon,Sare Crescent Parc Royal Greens Phase 1,"Sector 92 Gurgaon, Gurgaon, Haryana",9500000.0,5007.0,1897.0,Unknown,4.0,5.0,3.0,Servant Room,4.0,14.0,Unknown,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",5.0,1897.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
2BHKFlatinSector77Gurgaon,Umang Winter Hills3.9 ★,"Sector 77 Gurgaon, Gurgaon, Haryana",9900000.0,7857.0,1260.0,Carpet area,2.0,2.0,2.0,None,1.0,18.0,North,Semi-Furnished,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",5.0,1260.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.666666666666667
3BHKFlatinSector37DGurgaon,Ramprastha Skyz,"Sector 37D Gurgaon, Gurgaon, Haryana",6500000.0,6376.0,1725.0,Unknown,3.0,3.0,3.0,None,7.0,19.0,East,Unfurnished,[],"['Security / Fire Alarm', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",4.0,1725.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
4BHKFlatinSector67AGurgaon,4S Aradhya Homes,"Sector 67A Gurgaon, Gurgaon, Haryana",6500000.0,8863.0,2200.0,Unknown,4.0,4.0,3.0,None,3.0,4.0,Unknown,Semi-Furnished,"['4 Wardrobe', '4 Fan', '1 Exhaust Fan', '1 Stove', '1 Microwave', '11 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'False Ceiling Lighting', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre']",5.0,2200.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.5
3BHKFlatinSector37CGurgaon,ILD Greens4.1 ★,"Tower 6, Sector 37C Gurgaon, Gurgaon, Haryana",6500000.0,4320.0,1875.0,Unknown,3.0,3.0,3.0,None,5.0,20.0,North,Unfurnished,[],"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM']",5.0,1875.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0
3BHKFlatinSector57Gurgaon,BPTP Freedom Park Life4.0 ★,"Sector 57 Gurgaon, Gurgaon, Haryana",6500000.0,11111.0,2250.0,Unknown,3.0,3.0,3.0,None,9.0,15.0,Unknown,Unfurnished,[],Not Mentioned,5.0,2250.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.8
2BHKFlatinSector3Gurgaon,Godrej Habitat,"Sector 3 Gurgaon, Gurgaon, Haryana",6500000.0,10410.0,1056.58,Unknown,2.0,2.0,2.0,None,14.0,17.0,Unknown,Unfurnished,[],Not Mentioned,4.5,1056.58,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
2BHKFlatinSector95Gurgaon,Ramsons Kshitij3.7 ★,"Sector 95 Gurgaon, Gurgaon, Haryana",2900000.0,5178.0,560.0,Unknown,2.0,2.0,2.0,None,14.0,14.0,Unknown,Unfurnished,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting']",4.0,560.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.25
2BHKFlatinSector95Gurgaon,Sidhartha NCR One,"Sector 95,gurgaon, Sector 95 Gurgaon, Gurgaon, Haryana",5500000.0,5556.0,990.0,Built Up area,2.0,2.0,3.0,None,15.0,20.0,North-East,Semi-Furnished,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,4.0,990.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
3BHKFlatinSector92Gurgaon,Raheja Sampada,"Sector 92 Gurgaon, Gurgaon, Haryana",6500000.0,4744.0,1370.0,Unknown,3.0,2.0,3.0,None,6.0,14.0,North-East,Unfurnished,Not Specified,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",5.0,1370.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
2BHKFlatinSohna,Signature The Serenas,"Sohna, Gurgaon, Haryana",5000000.0,9406.0,531.57,Carpet area,2.0,2.0,2.0,None,6.0,14.0,Unknown,Unfurnished,[],"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",4.0,531.57,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.25
2BHKFlatinSector99AGurgaon,Pareena Laxmi Apartments3.6 ★,"Sector 99A Gurgaon, Gurgaon, Haryana",3175000.0,5521.0,575.0,Carpet area,2.0,2.0,1.0,None,2.0,12.0,Unknown,Unfurnished,Not Specified,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']",4.5,575.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.6666666666666665
2BHKFlatinSector103Gurgaon,Satya The Hermitage3.5 ★,"Sector 103 Gurgaon, Gurgaon, Haryana",9300000.0,6404.0,1452.0,Carpet area,2.0,3.0,3.0,Servant Room,3.0,11.0,East,Semi-Furnished,"['6 Fan', '1 Exhaust Fan', '1 Chimney', '4 Curtains', '1 Modular Kitchen', '4 Wardrobe', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",5.0,1452.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0
3BHKFlatinSector89Gurgaon,Smart World Gems,"Sector 89 Gurgaon, Gurgaon, Haryana",6500000.0,8432.0,1423.0,Carpet area,3.0,3.0,2.0,None,2.0,4.0,North-East,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",4.0,1423.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
2BHKFlatinSohna,GLS Arawali Homes3.8 ★,"Sohna, Gurgaon, Haryana",3000000.0,4687.0,640.0,Carpet area,2.0,2.0,2.0,None,4.0,13.0,Unknown,Semi-Furnished,"['1 Bed', '1 Fan', '1 Geyser', '1 Light', '1 AC', '1 TV', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",5.0,640.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.2
2BHKFlatinSohna,Signature Global Park4.0 ★,"Sohna, Gurgaon, Haryana",5600000.0,6812.0,822.0,Carpet area,2.0,2.0,3.0,None,3.0,4.0,South,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",5.0,822.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.8
3BHKFlatinSector49Gurgaon,Bestech Park View City 23.9 ★,"Sector 49 Gurgaon, Gurgaon, Haryana",6500000.0,12505.0,2159.0,Unknown,3.0,4.0,3.0,None,6.0,14.0,Unknown,Unfurnished,[],Not Mentioned,5.0,2159.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.2
3BHKFlatinSector90Gurgaon,Shree Vardhman Flora3.8 ★,"802/b5, Sector 90 Gurgaon, Gurgaon, Haryana",6500000.0,5128.0,1950.0,Unknown,3.0,4.0,3.0,Servant Room,8.0,13.0,North-East,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",5.0,1950.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.8
3BHKFlatinSector30Gurgaon,AFNHB Jalvayu Vihar3.7 ★,"Sector 30 Gurgaon, Gurgaon, Haryana",6500000.0,11153.0,1300.0,Built Up area,3.0,2.0,2.0,None,2.0,4.0,North,Fully-Furnished,"['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '12 Light', '1 AC', '1 Chimney', '1 Curtains', '1 Bed', '4 Wardrobe', '1 Sofa', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No TV', 'No Washing Machine']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'Recently Renovated', 'Piped-gas', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Rain Water Harvesting', 'Club house / Community Center']",4.5,1300.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
3BHKFlatinSector89Gurgaon,M3M Soulitude,"Sector 89, Sector 89 Gurgaon, Gurgaon, Haryana",6500000.0,8784.0,1423.0,Built Up area,3.0,3.0,3.0,None,4.0,4.0,Unknown,Unfurnished,Not Specified,Not Mentioned,4.0,1423.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
2BHKFlatinSector86Gurgaon,Pyramid Elite,"Sector 86 Gurgaon, Gurgaon, Haryana",4600000.0,79.0,58141.0,Carpet area,2.0,2.0,1.0,None,14.0,14.0,Unknown,Unfurnished,[],"['Intercom Facility', 'Lift(s)', 'Park']",5.0,58141.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0
5BHKFlatinSector66Gurgaon,Emaar MGF Palm Terraces,"#1101, Tower 5, Sector 66 Gurgaon, Gurgaon, Haryana",6500000.0,10599.0,3670.0,Unknown,5.0,5.0,3.0,Servant Room,11.0,11.0,Unknown,Semi-Furnished,"['10 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",3.0,3670.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.75
2BHKFlatinSector15Part1,Anamika Enclave,"Near Sector 15, Sector 15 Part 1, Gurgaon, Haryana",6400000.0,6500.0,1000.0,Unknown,2.0,2.0,1.0,None,1.0,3.0,Unknown,Semi-Furnished,"['1 Fan', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,5.0,1000.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.75
2BHKFlatinSohna,HCBS Sports Ville3.6 ★,"Sohna, Gurgaon, Haryana",2800000.0,3768.0,743.0,Built Up area,2.0,2.0,1.0,None,11.0,13.0,East,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water Storage', 'Park', 'Visitor Parking']",4.0,743.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.6
